reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A23QCWXEG3BJ9H,B000001OMZ,Dar,"[4, 4]","I use tapes over and over. Maxell has been the best so far, use to use TDK but they failed way to soon. I have a Maxell standard I've used 25 times. I tape a lot of stuff Maxell high grade is superior to thier Maxell standard,  for movies you want to save, Maxell high grade will do the job.",5.0,Super picture,1369612800,"05 27, 2013"
A28DUP3ZYFS6NH,B000001OMZ,Eileen,"[0, 0]",Maxell has always been a good brand of vhs tape and this did not disappoint me. I like it alot.,5.0,Works fine.,1376352000,"08 13, 2013"
AN151W7OXZERY,B000001OMZ,J. Medrano,"[2, 2]",i use this brand because they last me for years. i use them weekly and they have good video and audio qualities.,5.0,good quality  tapes,1354665600,"12 5, 2012"
A1EIFZLXET92Q2,B000001OMZ,Landis Odoms,"[0, 0]","VHS tapes are becoming harder to come by. I normally buy Sony blank VHS tapes, but Maxell had the better deal and work just as well. I have used their products before.",5.0,I purchased to use to record..,1355529600,"12 15, 2012"
A26WI0BMA91S32,B000001OMZ,"RaynOhio ""None""","[0, 0]","After I initially had some problems, the seller sent me a replacement tape free of charge via Priority Mail.  (Initial delivery was also more rapid than expected.)  The problems now appear to have been because of some programming inconsistency with one of my VCR recorders. Both tapes are now serving well.",5.0,Excellent service,1402185600,"06 8, 2014"
A1XKCHZELFYG6D,B000001ON6,2563255553,"[1, 2]","We were getting very grained tapes that we could not play back very well. After cleaning the heads with this wet cleaner, we now get a very clear play back picture. Good product.",5.0,VHS head cleaner,1352505600,"11 10, 2012"
A1ONY0WZAL2I3U,B000001ON6,"Amazon Customer ""Mar""","[0, 1]","Works great!  If you still have the old VCR, this product will do a good job of cleaning it.  It is simple to use.",5.0,Works great!,1359072000,"01 25, 2013"
A2SATO5BNKWY3Y,B000001ON6,B.A.M.,"[1, 1]","I have used this product time and time again over the years. And when my VCR heads get dirty, and when I play my old VHS tapes, and the picture is scratchy. I clean my VCR heads with the Maxell VP-200 VHS Wet Cleaner. And after the simple yet highly efficient cleaning this product does, I rewatch the same tape, and the picture quality is as excellent as it was, if I was watching it off my my plasma TV for the first time! You are not going to find a better VCR head cleaner than the Maxell VP-200 VHS Wet Cleaner guys!. No one can go wrong with this fantastic product. Thank you Maxell!",5.0,Perfect VCR Cleaner,1280102400,"07 26, 2010"
A1HWV9AYUMH3HV,B000001ON6,"Bryan In CA. ""Bigfoot""","[0, 0]",Worked as described. Cleaned the heads on my vcr/dvd player and the picture quality was better. Very easy to use.,5.0,Maxell Wet Cleaner,1289088000,"11 7, 2010"
A25E8V5JMW43RY,B000001ON6,Carol D. Pippin,"[0, 0]",This cleaner works very well and is so easy to use. I will order more when this one runs out!,5.0,Great cleaner,1398038400,"04 21, 2014"
A2ZY49IDE6TY5I,B000001ON6,"Crabigail Cassidy ""Crabby Abby""","[0, 0]","I bought this to clean the VCR player component on a combo machine when we noticed the picture from the VCR was pretty shaky. Despite using the dry head cleaner that was on hand, we noticed no improvement. Apparently this wet cleaner was exactly what was needed. The picture shaking disappeared and did not return.Consider this a remedy for treating a dinosaur in the tech world. Glad this was still available.",4.0,Like A Charm,1403136000,"06 19, 2014"
A191KD41X3I93D,B000001ON6,C. Rogers,"[1, 2]","Who still uses VHS tapes these days?  People that haven't converted their beloved old school workout tapes by Jane Fonda to DVD.  I do not fall into this category, but, I was responsible for getting a VCR to work.  The old one was eating tapes, received a ""new"" one from a friend.  Didn't chew up tapes, but it only showed a quick 2 seconds of a tape, then everything was garbled beyond recognition.  No matter how much I played with the tracking, it did not improve.  Ran the Maxell VCR cleaner through a few times, seemed like a slight improvement.  Ignored the direction and instead of putting the fluid through the hole, applied generous amounts directly on the tape ribbon.  Put it back in the VCR, ran it a few more times, BINGO, works again.I read other reviews saying this was not the original Maxell VCR cleaner.  It seems like it is to me, but bottom line, I could care less, it worked.  I will say this though, if you want to convert precious home movies to DVD/digital from VHS, don't use an old VCR.  This improved the VCR by magnitudes, but in my opinion, it's not going to be as good as new VCR's that are made specifically for converting and compensating bad track.  Either that, or, pay one of those send-away services to do it.",5.0,Old workout VHS tapes,1333929600,"04 9, 2012"
AO2FXIAM4EKOS,B000001ON6,David Tanaka,"[1, 1]",This is a good wet cleaner. Works great and cleans the tape head so you no longer see static. Simple to use and can be used many times.,4.0,Better than Dry Cleaners,1356912000,"12 31, 2012"
A1K28ISPKGE4N1,B000001ON6,"D. Polwort ""DP""","[1, 2]","I have used this product many times before, so knew just what I was getting.  It does a very good job of cleaning the track system of your VCR.  You will notice a big difference in the clarification of your tapes once you have used this product.",5.0,Maxell Wet VCR cleaner,1342656000,"07 19, 2012"
A1STE8GFJV0JBM,B000001ON6,"DRB ""ScorpioDave""","[0, 0]",Received the Maxell VCR Head Cleaner and loved it. I have always been leary of the dry ones....I have previously had these that had a built in button you pushed to put the cleaner on the cleaning tape. They were a very professional way to go and I loved them. This is about as close as you can get to that. I mostly use my professional vcr to convert my old videos to dvd's so is nice to keep the heads clean so as to do a great job. I would recommend this to anyone...,5.0,Great Wet VCR Head & Tape Path Cleaner,1363046400,"03 12, 2013"
A342ZILZJ260ST,B000001ON6,D. Roberts,"[0, 0]","I have two VCRs that are 15 years old.  This wet system gently cleans the heads where a dry system might harm them.  Do not order the CleanDR 60128 VHS video head cleaning system just because it is cheaper than this brand.  The CleanDR shows a bottle of fluid and describes it as a wet system, but it is not.  I ordered that first and was sent a totally dry cleaning tape which I cannot safely use with my old VCRs.  So I had to return and then I ordered this brand.  I am very happy with this purchase.  The boxes (I ordered 2) I received look just like the product pictured here.",5.0,Works great on old VCRs,1393891200,"03 4, 2014"
A1O3FYVHHWC8CJ,B000001ON6,Fixer,"[1, 1]","Believe it or not, some of us still use VHSOnly because we are digitizing them now. Converting an analog tape to digital media takes its toll on a VCR and the heads get dirty beyond recognition. Eventually I'll have to tear down my deck to clean it properly but for now this cleaning tape really helps",3.0,Dinosaurs do exist,1348185600,"09 21, 2012"
A15XMUY3LA6O71,B000001ON6,Guvnah,"[0, 1]","I tried to play some tapes I'd had stored for a long while, they were defective from age and humidity and made my VCR dirty and unusable.  This headcleaner took a few uses to clean the heads, but it got the gunk off and now the VCR works as well as when it was new.",5.0,Just what I needed,1358467200,"01 18, 2013"
A1E7VTRDMI4XMV,B000001ON6,"Hal ""Hal""","[0, 0]","These products are hard to find anymore. While it does appear that this product does clean the heads, the one thing it does not appear to do, is rewind the tape upon completion. Do not know why it is becoming difficult to find tape head cleaning products such as this anymore considering that the DVD/VHS players are still being sold.",4.0,vhs tape cleaner,1400630400,"05 21, 2014"
A10SRJNBFF2BGY,B000001ON6,hot cuchi,"[0, 0]","My hubby and I bought this Wet Cleaner, due to the fact that we still have VCR's at home. Needed this cleaner to keep the heads clean after much usage. We liked it, but eventually, we will have to join the 21st Century and start getting DVR's  since it is impossible to but new (old) VCR's. It did the job, but this product can not be used all the time!",4.0,Still Old-Fashioned!,1395619200,"03 24, 2014"
A1BYM8XCLZTPMY,B000001ON6,J. Gray,"[0, 0]","This was the perfect fix for my VCR!!  I did have to run it through about three times before it was clean and functional, but worth the time and effort.  Liquid drops do come with it.",5.0,Works good!!,1386115200,"12 4, 2013"
A141E91QV31KER,B000001ON6,Jim,"[0, 0]",I used this Wet Head Cleaner and my VCR is working much better.I recommned this product to those who still use a VCR.,4.0,Works Fine,1363910400,"03 22, 2013"
A2YQHMDUS67VDC,B000001ON6,Jorge Rapalo Schmahlfeldt,"[1, 2]","I have a Sony VHS player that had seen very little use yet I managed to apparently ruin by carelessly slotting a home tape inside which ants had made their lair (life in the tropics!).  Debated cleaning the contaminated heads, but fearing ruining the device I ordered this wet cleaner cartridge instead.  It wiped clean the contaminated heads in one single pass and the playback is as good as new.",5.0,Brought my tape video player back to life.,1357430400,"01 6, 2013"
A1Y6N4X8FV6IAC,B000001ON6,KReno,"[0, 1]","This cleaning tape has solved the problem with two VCR's that I still use.  I don't know how the heads get dirty, but this worked well.",5.0,Good,1356652800,"12 28, 2012"
AYAH3223TN3YU,B000001ON6,Linda Przybysz,"[0, 0]",This product was as advertised and came with all of the parts. Reviewers who downgraded it must have received a different item.,5.0,Easy to use,1402012800,"06 6, 2014"
A1561RLF0OTK39,B000001ON6,Lynne Shaw,"[0, 0]","did the job, worked as instructions said and removed the dirt that it needed to. My player was worn out, so it did not help that problem in the tape jumping",4.0,VHS cleaner,1373846400,"07 15, 2013"
AZ5A2S8UZ7RTL,B000001ON6,Martin Smith,"[0, 0]","I wasn't able to find one of these in local outlets.  I have a bunch of VCR tapes I want to convert to digital, but my VHS player had given me a &#34;Clean heads&#34; message, and I had noticed more than usual static when I was playing the videos.  This cleared that problem up. ( The &#34;wet&#34; media in the package appears to be isopropyl alcohol, which I will use when the small bottle runs out.)",5.0,Not available locally,1387497600,"12 20, 2013"
A3JO38KMWIUHX8,B000001ON6,Michael A. Cedeno,"[2, 4]",This piece of garbage destroyed my brand-new Magnavox ZV450MW8 combo player so that nothing works anymore. Amazon owes me a new recorder!!!,1.0,Maxell VCR Head Cleaner,1270425600,"04 5, 2010"
A39DZU4YRGKWAG,B000001ON6,Mike G,"[0, 0]","Did the perfect job for me,, I have an old VCR, i thought was not working,, so I thought I would at least try cleaning the heads,,Most stores now a days do not sell this product anymore,, but Luckily I found it on Amazon,, and A GREAT price too,, It worked Excellent,, MY VCR is working again,, just from the cleaning tape,,,thanks",5.0,Excellent Product,1356480000,"12 26, 2012"
ADQCC6Y5SCLK5,B000001ON6,Mike T,"[0, 1]",this cleaner works very well it is just as advertised and I would recommend this to anyone who needs a cleaner.,5.0,Works very well,1344816000,"08 13, 2012"
A2YDG1XB9J2N35,B000001ON6,Miss Mocha Latte,"[0, 0]",We still use our VCRs to watch older tapes and occasionally the units get dirty and project striations on the screen so that the picture is obscured.  This happens probably once a month.  A couple drops of the Maxell VCR Wet Cleaner on the cleaner unit clears up all problems.  The product does exactly what it advertises.,5.0,Works Well To Clean Old Technology VCR,1366070400,"04 16, 2013"
ARBCOEQNK389G,B000001ON6,Mugopain,"[0, 0]",cleaned my old vcr heads pretty good.  quality of the tape playing after cleaning increased slightly enough to backup a good vcr tape to dvd,4.0,Cleans,1361232000,"02 19, 2013"
A33GR4CDLG08T1,B000001ON6,"Murgatroid ""Murgatroid""","[3, 4]","I was volunteered by my wife to record her friend's home VHS tapes onto DVDs.  I have 2 VCRs, both of which I rarely use anymore.  Between her old tapes and my old VCRs the picture and particularly the sound quality was awful.  After I used the Maxwell VP200 VHS Wet Cleaner, the picture and sound improved greatly - probably the same quality as it was when the tapes were originally made about 10 years ago.Product arrived quickly, and was easy to use.5 stars.",5.0,Worked Great,1244160000,"06 5, 2009"
A2OXV9Q03XSKV6,B000001ON6,Peter A. Dahl,"[0, 1]","I have three VCR's - A Sony DVD and VCR Player/ Recorder, a DVD and VCR  Recorder and Player, and a third VCR player/recorder.  All take the Maxell cleaner in but after about a second of play, they stop.  Virtually no cleaning results.",1.0,VCR's reject it,1397692800,"04 17, 2014"
A2XTPC8OBW4BLB,B000001ON6,"PMG ""manicitalian""","[0, 0]","I have to say its a bit over priced for the fact that most dont even use VHS anymore, but I actually prefer VHS still over dvds because I dont have to worry about resurfacing when scratched so that the move will work again. My VCR had never been cleaned when i purchased it many yrs ago, found this one here on Amazon, was not happy that this was the cheapest and not cheap, but had to get it anyway. It did work though!",5.0,Worked well!,1362787200,"03 9, 2013"
A1O8B339CM5VAU,B000001ON6,"R. Moreno ""nemo""","[10, 11]",I could only see a snow screen on my VCR.  Now it's like new!!  I went with the wet cleaner since it looks like that is the best way to clean it if you have big problems.,5.0,Great Stuff,1222300800,"09 25, 2008"
A37OD7AIUMV3EO,B000001ON6,robmac,"[6, 7]","I whole-heartedly give this product my ringing endorsement. In all the years of owning VCRs, I've never really felt the need to use a head cleaner-never really had a problem.Long story made short, what I originally thought was a hardware problem turned out to be dirty heads. I was getting sound but only noise on the video. This started again shortly after purchasing a second VCR to replace one doing the same thing which replaced two previously-owned, older units doing the same thing. There had to be something else. So, after checking all my connections and cables, I purchased this head cleaner. After adding the included cleaning liquid, I ran it for about 25-30 seconds. The thing plays like new; well, it was new, but I guess all these OLD tapes are depositing a LOT of residue on the heads as I run them through.I'll definitely be using this head cleaner regularly.",5.0,WOW!!!!,1271376000,"04 16, 2010"
A3PAJ1KIMSH7FS,B000001ON6,"S. Durocher ""GemmaKnight""","[0, 1]",Excellent VHS head cleaner! Been buying Maxwell products for years now and have never had any problem's or anything at all wrong with them!,5.0,Excellent VHS head cleaner!,1342656000,"07 19, 2012"
A240MCV0HMI7VP,B000001ON6,Sgt. Greg Parker,"[1, 2]",It fits in a VCR and shuts it off. Doesn't do anything but jam the VCR and I had to power on and off just to eject this worthless thing.,1.0,Doesn't Work. Period,1282348800,"08 21, 2010"
A380W12QEPG2BO,B000001ON6,stephanie wilson,"[0, 1]","keeps the vhs recorder in top shape, great if you use the vcr alot. highly recomend this product. happy taping!!",5.0,vhs,1362009600,"02 28, 2013"
A1GSJ4TMAE2MYC,B000001ON6,submariner,"[0, 0]",The Maxell VP-200 VHS Wet Cleaner far exceeded my expections and I will be ordering more of them from you soon. I highly recommend this seller and this product.,5.0,Exceeded my expectations,1370649600,"06 8, 2013"
A35SXNALXC54WU,B000001ON6,Sue W.,"[0, 0]",I was and still am having thumping noise whenever we use the VCR.  This did nothing to help or fix the problem.  Years ago I used a similar product with great results for a similar problem.... is it because the VCR is old or this cleaner???,3.0,Hard to say...,1356739200,"12 29, 2012"
A3LBFWWQGQYV48,B000001ON6,S. Warren,"[0, 0]",The head cleaner works fine.  I have no issues that I have seen from this product.  It works as advertised.,5.0,Good product,1384992000,"11 21, 2013"
APB1VAE7P1CAV,B000001ON6,The Great One,"[0, 0]",but VCRs are getting old and so are tapes. Can only remove so much. Good as far as it goes.,3.0,works somewhat,1376438400,"08 14, 2013"
A3PGAICBV5O6QR,B000001ON6,Tom Goss,"[1, 2]","Tried this in my Sony, JVC, Magnavox and Panasonic VHS VCR's and it does not work on any of them.Don't wast your money.",1.0,Does not work,1388793600,"01 4, 2014"
A1EGEU2T7ZQQL8,B000001ON6,Traveler,"[0, 0]",I needed my old VHS player to work to transfer videos to .MP4 files. This did the trick! Thank you.,5.0,Worked great to revive an old VHS player!,1375142400,"07 30, 2013"
A1G84JVGCWCUEJ,B000006OQ8,ammarselophotography,"[0, 0]","It works but it's expensive.On a side note, I was just playing with it yesterday and i happen to stick it on a hood of a canon 50 1.4 (ES-71II) and to my surprise, it fits it like a glove! It stays there and does fall off. You would think it was made for it! I just thought that was super cool.",4.0,It works!,1351555200,"10 30, 2012"
A2OKLYBFUKQNU4,B000006OQ8,James Pierce,"[1, 1]",Title says it all. This product is so simple and easy to use that even novice photographers should buy this.,5.0,"Simple and Easy to use, enough said",1291939200,"12 10, 2010"
A378RFIJ6U88DI,B000006OQ8,"minkylina ""cheesypouf76""","[0, 1]","I heard others rave about the Expodisc for some time.  I thought the cost was a little high, especially since there are many other less expensive ways to set white balance (in camera settings, grey card, coffee filters...don't laugh, I did this and it was actually the next best thing to the Expodisc).  Well, I bought my Expodisc and I am a convert to the church of Expodisc.  This thing is awesome.  It gets me perfect WB every time, whether I'm using natural light, bounced flash, strobes, or a combination of all different kinds of light.  I have never once had to change the WB in post and my photos look awesome SOOC.  You can also use the Expodisc as an incedent light meter, which is pretty awesome.  I would totally buy it again.",5.0,Love the Expodisc!,1364515200,"03 29, 2013"
A1R87GD4CLPKTK,B000006OQ8,Randall Stewart,"[6, 7]","I bought the current Expodisc to replace an earlier model recently stolen. The old model seemed overpriced, but it was hand-made in a low volume production. Current models made by new owners are priced about 170% more than the old, for which you get a fancy box and a few instructions on a CD rather than on a peice of paper - big deal. However, the new models have a lens mounting arrangement which is much superior to the prior model and much more expensive to make. As to function, nothing really replaces an Expodisc if you need one for white balancing a color photo exposure. I use mine to shoot ""grey"" color negatives to automate traditional color printing. I have no experience as to whether they provide superior white balancing in digital systems as claimed, but logically they should do so. Unless you plan to be very exacting about color reproduction in your color printing, the excessive cost of an Expodisc versus the marginal benefit seems questionable. If you Photoshop your pictures to death, you will get no value from this item.",5.0,"Expodisc: practically unique function, but pricey",1225584000,"11 2, 2008"
A1N3EH28S4DI8L,B000006OQ8,R. Certain,"[0, 0]","Works just like it should. Serves as a great way to get proper white balance. Just place in front of lens, depress shutter button to focus and light meter, then remove and shoot. Images look much better now.",4.0,Works good.,1384905600,"11 20, 2013"
A20AOQWXYDFAU7,B00000DM9W,Alec Mclure,"[0, 0]","[Update 8/19/08: it's over a year since I wrote the original review - radio looks almost new, cleans easily, works great, and still doesn't require frequent battery changes - still love it!]10. You've lost faith that there is such a thing as a good shower radio9. It would be much easier to get psyched for work if you could listen to some good rock while gettin' clean8. It would be much easier to get psyched for work if you could listen to some good NPR Morning Edition while getting clean7. It would be much easier to get psyched for work if you could listen to some the morning TV news while gettin' clean6. All of the above also applies to shaving or putting on makeup5. Tend to dawdle?  It has a timer.  Get out the door before the rest of the nuts get on the road4. It doesn't mind getting wet along with you3. Batteries have lasted me a month so far. Though I don't care. The sound is so good for a shower radio I'd happily replace them weekly2. Oh, the weather channel - very nice, although a bit repetitiveAnd the top reason you should buy this radio is:1. Ahhh, nine are enough. Just buy the thing.",5.0,Top 10 reasons You Should Buy This Radio,1174521600,"03 22, 2007"
A1Z64RLLQYQ959,B00000DM9W,Amazon Customer,"[0, 0]","I have used this radio for over a year, almost every morning for 30 minutes, and I have only replaced the batteries once.  Great sound, easy to use.  It is a Sony, what else do I say?",5.0,Great little radio,1190678400,"09 25, 2007"
A1PHNXJQYNX7BH,B00000DM9W,Amazon Customer,"[0, 0]","Surprisingly long battery life. After doing the research, this Sony was the one to buy, and it didn't disappoint.",5.0,Meets all expectations,1217462400,"07 31, 2008"
ARWRBORADGA3G,B00000DM9W,Amazon Customer,"[4, 4]",,5.0,Ryan's little quick review of the Sony ICF-S79V.,1198886400,"12 29, 2007"
A1T1YSCDW0PD25,B00000DM9W,A. Wiersch,"[2, 2]",I've had this radio for months now and really like it. I like the digital tuning and timer function. The battery life is great. I am thinking of buying another one.,5.0,Great shower radio,1123113600,"08 4, 2005"
AOVMTR7PA8XB9,B00000DM9W,Bearwife,"[0, 0]","I owned a Sharper Image shower radio (the kind with suction cups that sticks to the shower wall) for years until it died on me, and thought the poor sound quality is the price you pay for a waterproof radio.  I'm so sorry I didn't buy the Sony sooner!  The sound quality is tremendous.  It isn't waterproof but I keep it on a shelf in the shower and it withstands regular spraying with water with no problem.  I love the big preset selection (including local TV channels), the easy to use buttons and the timer that turns it off on its own.  Great machine.",5.0,Best shower radio ever,1154217600,"07 30, 2006"
AKI2Y9IT0EMRR,B00000DM9W,"Beau-Tech ""Beau-Tech""","[1, 1]","I agree that this is the best shower radio. I have been through (3) other radios, all bad. This unit is true 100% digitial, great reception, good sound quality, and easy to use.",5.0,A great shower radio,1164153600,"11 22, 2006"
A2A039TZMZHH9Y,B00000DM9W,"Bill Lewey ""blewey""","[0, 0]","it's one of the better shower radios for sure, but it still sounds like a shower radio.",4.0,not too bad,1266105600,"02 14, 2010"
A2Y23OZSZPO2D1,B00000DM9W,Brian M. Mccue,"[0, 0]","PROS: Good audio, easy to program, good features.CONS:However, the FCC will require broadcasters to switch to a digital format in February 2009.  At that time, the radio WILL NO LONGERr receive televison broadcast audio.  Therefore, a good percentage of the radio's value is gone!Nationwide, the FCC has reserved 10 weather channel frequencies available.  Usually all 10 can't be received.  This radio only has 5 channels for weather.  In my case, none of those 5 channels contains any weather signals.",3.0,"Very Good Audio, But....",1213920000,"06 20, 2008"
A1J07V3G9MK6KM,B00000DM9W,Christopher E. Horn,"[0, 0]","Got this for my girlfriend and she loves it.  She's had it for a little over a year now, and it is working great.  I recommend this product to anyone looking for a good quality shower radio.  She keeps it outside the shower to help keep any water from ruining it.",5.0,Works great,1242086400,"05 12, 2009"
A2C4N3KROL6WA2,B00000DM9W,CoquiLostInNY,"[2, 2]","I recently purchased my second Sony ICF-S79V to replace the first one I purchased almost seven years ago!  That's right...  my first Sony ICF-S79V lasted almost seven years which is why I had no problem replacing it with the same model.  The reason why I had to replace the radio is because the plastic lining that covers the buttons on the top of the radio started to crack and water was entering into the radio causing it to not work from time to time.  The second reason is because after seven years it started to get discolored due to the humid / wet conditons.  I would totally recommend this product because it looks great, last a long time, gets great reception, a huge amount of digital presets and much more!",5.0,Excellent Shower Radio,1195603200,"11 21, 2007"
A3JVD6IJPRCXT1,B00000DM9W,"David Eizinger ""being""","[47, 47]","I looked at several brands of AM FM TV Weather radios for use during severe weather when power might be out. I was searching for specific features:1. Battery power (for power outages)2. TV band (tornado tracking is sophisticated enough to get down to street-level tracking on TV. NWS hasn't caught up yet)3. Decent sound qualityThis radio met all my needs with the added bonus of being water-resistant. (I must admit I am baffled by the term as EVERYTHING is water-resistant to one degree or another.)Reception is good in all areas of my home (including those areas where we cower when tornados are lurking). The radio includes a wire antenna for FM reception which stows in the battery compartment.Sony recommends leaving the three &quot;C&quot; cells in the radio and changing them every year. This maintains the time and radio presets.Pros:  Good reception, solid design, handy controls, good sound.Cons:  Bigger than some.To avoid finding the radio with dead batteries (or worse, corrosion in the battery compartment), I set reminders in my Palm to change various batteries annually.",4.0,I like this radio,1055721600,"06 16, 2003"
AC63G8TNC9UMO,B00000DM9W,E. Aagaard,"[2, 2]","I've bought Sony shower radios for 20 years - this is the third (and by far the best) model, and I've had at least one of all three models.  The digital tuning is essential - you never have to worry about finding or keeping your station.  I love the presets, and listening to 60 Minutes and similar TV shows is great.  The solid base means it's less likely to fall over, or off of things.  The radio is pretty tough - I've dropped it and had nothing happen, but once the AM antenna broke and that was that for talk radio.  And the batteries really do seem to last forever!  On the one I have now (five years old), the plastic waterproof top is cracking, and the FM antenna caught on something and pulled loose.  So, I'm buying another.  Don't EVER stop making this radio, Sony!",5.0,The BEST in an evolutionary series,1141862400,"03 9, 2006"
A334X69Y2AJHJ6,B00000DM9W,"E. Barnes ""Never enough tools""","[6, 6]","I've had this radio for over 3 years now and the only problem is with the FM tuner (it died in less than one year).  It still works with AM, weather, and TV.  Since I use it for primarily AM, it's not a big deal.  Speaking of AM, this has absolutely the best AM reception of any radio I've had.One last comment: the batteries last quite a while.  I use it at least 20 - 30 mintues a day and have only replaced the batteries once in three years.If you're looking for a shower radio, this is it!",5.0,Great for the bathroom,1065657600,"10 9, 2003"
APNI0D19W2VQR,B00000DM9W,"Ed Strickler ""Habitsofmine""","[0, 0]","No need in me going thru all of the features... you can see them in the product description.A few things that are important though before you purchase a radio for your bathroom.1. Make sure it has a digital tuner. You want to know you are on the right station and you don't want it to drift.2. Get one that has a large battery capacity.3. Ensure it has a power-off timer. You don't want to have to remember to shut it off when you leave the room.As far as reception - mine picks up great! (even without the antenna extension)This unit has all of these features, plus many more. I think you will be very pleased if you purchase this unit - I know I am!!",5.0,Great radio for the bathroom!,1198800000,"12 28, 2007"
A25SDTIJI2EFPG,B00000DM9W,Enigma,"[0, 0]","I have had this shower radio for several months.  I purchased a similar model for my parents several years ago.  I liked is so much, that I finally decided to purchase one for myself.  Not only can this shower radio withstand exposure to water, but the quality of the sound and reception is excellent for its size.  It is very intuitive to use.",5.0,"Basic, but does the job.",1201219200,"01 25, 2008"
A2183499CPCTIA,B00000DM9W,Ginger O.,"[3, 3]","I'm on my second one - had my first one for a year before my sister swiped it and took it back to Alabama with her. I guess she must have liked it a lot too. After about a week without it I had to buy another.  I do not use it in the shower but I do keep it in the bathroom on top of the toilet tank.  Wow is it great.  One push on top and the radio is on. You don't even need to have your glasses on because the button is big.  Push another button and you set a timer for it to go off after 15 or 30 minutes so you don't have to remember to go back in and turn it off. I'm listening to the morning news while I brush my teeth and dry my hair and put makeup on, and I can put it on a classical music station for a soak in the tub after work.  It's not too big, the controls are simple and intuitive, and it looks nice. The battery lasted in the first one for the whole year before my sister took it - it's probably still running at her house on the same battery. I looked at a lot of radios before I found this one - I wanted waterproof, not too big, no cord - there just isn't anything close. Highly recommended if you'd like a radio in the bathroom.",5.0,can't live without it,1111708800,"03 25, 2005"
A3TGD1UTG4V072,B00000DM9W,"Greg ""greg19444""","[0, 0]",Picked this one up based on the reviews of this site.  Absolutely worth it.  Great sound and ease of use.,5.0,Well worth it,1086652800,"06 8, 2004"
A2T001N0QCRMZ1,B00000DM9W,Gustavo Machado,"[0, 0]","I've always listened to news radio in the mornings and I like to take long showers. This is absolutely the way to go if you want to listen to radio in the shower. I've had it for over 2 years now and it has been through just 5 batteries. It comes with a bundled antennae which you can stick to the shower's wall and reception is amazing. Buttons are easy to operate and it can even tune into local TV stations so you get the audio. Sometimes I do have to crank up the volume to hear over the shower noise, but I never go more than half way up. This shower radio is excellent, get it now.",5.0,A must if you like news radio in the morning,1284336000,"09 13, 2010"
ABVYGB2TKBO8F,B00000DM9W,"J. Donaldson ""Cal-diver""","[0, 0]","I purchased this radio from Amazon in May of 2003. It's now January 2005 and the radio is still on the first set of batteries. I use it at least a 1/2 hour a day and on weekends as much as 3-4 hours per day. Fantastic. It shows no sign of wear even though it has spent hundreds of hours in the shower, and has even been in light rain beside our spa.It gets great reception (no TV signals in our town), is easy to use, and sounds great.I highly recommend this radio.UPDATE Oct 28, 2010After 7 1/2 years of daily use my Sony shower radio finally quit. As many others have reported the plastic on the top cracked, water got into the Off button area and the radio would no longer work. However I just ordered another one.This radio has some very good qualities.Pros:1) Clear and loud sound2) Battery life is so long it is ridiculous. I don't think I used more than three sets of batteries in 7 years, and I use the radio every day.3) Good reception.4) Ease of use. I really appreciate an AM/FM radio with station presets.5) It is waterproof enough that I take it in the shower every day. I don't leave it there though because I use it on the bathroom counter while I shave too. Perhaps mine lasted longer than many others because it isn't in the damp shower area 24/7.6) I like the top buttons. They are easy to hit with one hand. If the buttons were on the side or front it might require two hands. My radio is never mounted high so I don't have the issue others complain about where they can't see the buttons. Even if I did have it high it is easy to feel where the buttons are as they all have a raised bump.Cons:1) $49 is a very high price to pay for an AM/FM radio.2) It does seem Sony could do some research and improve the plastic top so it would last longer.I was pleased to see this radio is still available for sale. I looked at a few others but nothing matched, in my opinion, this one.",5.0,Great radio - fills the promise,1105315200,"01 10, 2005"
A1GIMMNRJM94RX,B00000DM9W,Jeff,"[8, 8]","The Sony ICF-S79V is a another good example of the old phrase ""you get what you pay for"". At $50 I was hesitant to purchase this radio but I'm delighted I did, it is worth every cent.1. Battery life is simply amazing, I listen to it for a minimum of 1-2 hours each and every day and I'm still on the first set of batteries after 5 months, I've even accidentally left it on for the entire day several times. Wow!2. Excellent reception for all bands; Am, Fm, Tv, and Weather.3. Simple, convenient buttons and operation. The o4. Peace of mind with water resistance, I've not placed it in the shower but do have it in the bathroom which often gets quite steamy.5. Excellent sound for the type of radio it is, clear and loud.6. Small footprint takes up little space.7. Like the wire antenna, didn't think I would at first. It is better than a hard antenna sticking up waiting to be bumped and/or broken.8. Timer and auto-off timer are quite nice also, even though I sometimes forget to use the auto-off timer.9. Digital tuning and display makes it simple to find the station you are looking for.10. The fit and finish is outstanding, the radio looks and feels very well constructed.Overall a worthy purchase.",5.0,Outstanding Radio!,1151884800,"07 3, 2006"
A2SKUS5ULRZ8ZA,B00000DM9W,joan_smiths,"[0, 0]",This is a nice little radio.  It has good sound quality & it's easy to tune and to set up the clock and the station presets.  The timer function is useful since it does run on batteries.  My only issue is that I wish an AC adapter was included so that I didn't always have to run it on batteries.,5.0,"Good sound, easy to use",1202947200,"02 14, 2008"
A2WBT0TCU7YHW8,B00000DM9W,"Joel D. Rogers ""Marine Top""","[1, 1]","By far the best waterproof multi-band radio on the market.  I am purchasing my second radio only because after nearly several years of abuse from twin teenagers, it finally is starting to wear out.  I will not be without one in my bathroom.",5.0,Best on the market,1174089600,"03 17, 2007"
